TIPO CONTRIBUYENTE;DOCUMENTO;RIM;CONTRIBUYENTE;TELEFONO;RESULTADO;OBSERVACIONES;PREGUNTA_1;PREGUNTA_2;PREGUNTA_3;PREGUNTA_4;PREGUNTA_5;PREGUNTA_6;PARROQUIA
JURIDICO;403255466;2900042349;REPUESTOS LA ROSALEDA C.A;2617541008;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;315966700;2900010897;REPUESTOS LEON C.A;4143613161;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;403963517;2900043556;REPUESTOS MORON, C.A.;2613298811;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;296538310;2900022619;REPUESTOS PIMAR C.A;7652968;NO EXISTOSA;NO CONTESTA;;;;;;;MANUEL DAGNINO
JURIDICO;295938799;2900021222;REPUESTOS POLANCO INVERSIONES, C.A.;7433982;NO EXISTOSA;NO CONTESTA;;;;;;;TRANSEUNTE / NO ESPECIFICADO
JURIDICO;309162489;208R000407;REPUESTOS RECTITODO MARACAIBO C.A.;7184823;EXITOSA;NO ESTA INTERESADO;SI;;NO;;;ES SENCILLO DE MANEJAR;CACIQUE MARA
JURIDICO;305820457;217R000419;REPUESTOS RONECAR, S.A.;7872126;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;293794870;2900017068;REPUESTOS RUTH, C.A;4146484669;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;409130860;7000000321;REPUESTOS SAMUEL SEGOVIA CA;4246895338;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;308144711;203R002175;REPUESTOS TORNILLOS CORREAS C.A;7971248;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300603636;2900012615;REPUESTOS Y ACCESORIOS EUDO CAR, C.A.;2617550431;NO EXISTOSA;NO CONTESTA;;;;;;;VENANCIO PULGAR
JURIDICO;299352748;2900031752;REPUESTOS Y ACCESORIOS LA 21 UNICA;4122450804;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;298626992;2900029411;REPUESTOS Y ACCESORIOS PARNA, C.A;7785978;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;404298398;2900044872;REPUESTOS Y MAQUINAS TEXTILES, C.A.;2617298819;EXITOSA;NO ESTA AUTORIZADO;SI;a2;;;;ES SENCILLO DE MANEJAR;BOLIVAR
JURIDICO;310605696;2900032334;REPUESTOS Y PINTURA TONY CAR´S C.A;4146201083;EXITOSA;NO ESTA INTERESADO;NO;;;;;;CHIQUINQUIRA
JURIDICO;408377802;2900050127;REPUESTOS Y RODAMIENTOS ROALCA, C.A.;4141295468;NO EXISTOSA;TLF NO VALIDO;;;;;;;VENANCIO PULGAR
JURIDICO;312359900;2900003224;RESPUESTOS TODITO, C.A;4261548170;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;401068146;2900038528;RESPUESTOS Y CARROCERIA EL CASTILLO C.A.;2617525524;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;409211274;7000000259;RESPUESTOS Y REFRIGERACION ECMITA, S.A.;4146191794;EXITOSA;NO ESTA INTERESADO;;;;;;;MANUEL DAGNINO
JURIDICO;70139226;2000071035;RESTA HELADERIA PEKIN C.A.;4246829688;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;296345600;2900023307;RESTAURANT 1+2 C.A;7229180;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;316006972;2900012555;RESTAURANT BARRA CERVECERIA CANDYS, C.A.;4140628272;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;297501924;2900026010;RESTAURANT BAR Y BARRA TURISTICA EL CEBU, C.A.;2617984784;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;305252629;2000042192;RESTAURANT CHINITOS C.A;2617211794;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;313171514;2900005012;RESTAURANT CHOI S, C.A.;7980251;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;300391078;2900035017;RESTAURANT COMIDA RAPIDA EL ÑATO CA;4146353903;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;300990982;2900021628;RESTAURANT EL CEDRO, C.A.;4146413485;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;308147630;2000022156;RESTAURANT EL COMPAÑERO SRL;4140639088;EXITOSA;NO ESTA AUTORIZADO;;;;;;;BOLIVAR
JURIDICO;70099054;2000082208;RESTAURANT EL GUACAMAYO, C.A;7527704;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;406581755;2900047874;RESTAURANT EL REY DEL COCHINO FRITO, C.A.;2617519568;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;300583430;2000036094;RESTAURANT FURAMA C.A.;7514220;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;403600074;2900045151;RESTAURANT GRAN EXITO, C.A.;4121723351;EXITOSA;EMPRESA PEQUEÑA;NO;;;;;;RAUL LEONI
JURIDICO;314345680;2900010331;RESTAURANT KAM WAH, C.A.;4126887575;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;412974041;7000002060;RESTAURANT MI AMERICA,C.A;4246728958;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;297626832;2900030505;RESTAURANT NINE,C.A;2617450019;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;294292380;2900017779;RESTAURANT NUEVO HUANG C.A;4126438282;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;301927338;2000812785;RESTAURANT OCEAN CITY C.A;7520779;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;305436800;203R001181;RESTAURANT PERUANO,MARISQUERIA, C.A.;4246470324;EXITOSA;NO ESTA INTERESADO;SI;a2;NO;;;;OLEGARIO VILLALOBOS
JURIDICO;316690423;2900012303;RESTAURANT Y POLLO A LA BRASA EL GORDO, C.A.;13260442;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;310782970;2900032926;RESTAURANT YUAN KAM, C.A;2617494032;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;70205792;207P000172;REST. Y FUENTE DE SODA GRAN CAFE LAS VEGAS S.R.L;4146865927;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;316870561;2900024503;REVEN OCCIDENTAL LTD;2012957788;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;301414330;201R000400;REVESTIMIENTOS RUSTICOS C.A.;7988046;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;295086300;2900018871;REVISTA TEMPORADA, C.A.;2617934481;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;409215210;2900052420;RE Y CA C.A;4146196103;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;302936624;2000811336;RHOLIDAY S C.A.;4146174471;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;70225394;2000082357;RIAS DE MAR, C.A.;4146142724;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;402346018;2900044689;RIEGO, FILTRO Y ACUEDUCTOS C.A;2619350952;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;314292;2000051962;RIESE Y CIA S.A.;4265641127;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;400113725;2900037101;RINA RESTAURANT SPORT BOOK Y CENTRO DE APUESTAS, C.A.;7653969;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;294049419;2900016040;RINCON RAHJI ALTA PELUQUERIA, C.A.;4146235612;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;311592008;2900038242;RINFER IMPORT C.A.;4129610706;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;400012830;2900034371;RIVAS GROUP C.A;7629513;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;299180971;2900031584;RIVERO POLANCO C.A;1887536;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;295676395;2900022977;RIVERSA, C.A;7834294;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;70107588;2000050280;RIVER S CLUTCH C A;7235709;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;298810254;2900029975;RODAMIENTOS EL REY, C.A;7524886;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;400626773;2900040315;RODAMIENTOS LIDER,C.A;2617119469;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;306345906;2000037354;RODAMIENTOS Y SELLOS INDUST. Y AUTOMOTRICES C A;2617833015;EXITOSA;SIN NOVEDAD;NO;;SI;;;;CHIQUINQUIRA
JURIDICO;316572536;2900014210;RODAPARTS C.A;4147520083;EXITOSA;NO ESTA AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;314633570;2900011138;RODRIGO IMPORT, C.A. (PLAZA LAGO);4146430626;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;300887162;2000022324;ROGAR CLUB, C. A.;4246309458;EXITOSA;NO ESTA AUTORIZADO;NO;;;;;;CHIQUINQUIRA
JURIDICO;405580380;7000000655;ROJABY BABY C.A;4246164762;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;412969099;7000001927;ROLLAHOLIC, C.A;4246192520;EXITOSA;INTERESADO;NO;;SI;;;;OLEGARIO VILLALOBOS
JURIDICO;306679448;207R001500;ROLLOS RIOS CA;7591954;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;401272380;2900037964;ROMA IMPORTACIONES 2, C.A.;2617440500;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;298744855;2900029151;ROMERO LOZANO DISTRIBUCCIONES, C.A;4246386306;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;294952127;2900017962;RORO´S FAST FOOD,C.A;4146257000;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;70128763;2000083836;ROSAFA C.A;7428581;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70128763;2900029351;ROSAFA C.A;4246873560;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;308629677;218R001037;ROTARY KÙCHOS CA;7569959;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;410893222;7000001899;ROYALTY CLUB C.A;4246698545;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;407707272;2900049721;R & R DISTRIBUCIONES C,A;4246209102;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;317569059;1900036514;RSTAURANT HAO YING, C.A.;4143930782;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;310452490;214P000025;R.T INGENIERIA Y SERVICIOS, C.A;7834968;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;402576706;2900041855;RUBI MEDICAL, C.A;2617929326;EXITOSA;NO ESTA AUTORIZADO;SI;a2;;;;ES SENCILLO DE MANEJAR;OLEGARIO VILLALOBOS
JURIDICO;405408286;2900048824;RUEDAS LA MUNDIAL C.A;4146544152;EXITOSA;NO ESTA AUTORIZADO;SI;a2;;;;ES SENCILLO DE MANEJAR;MANUEL DAGNINO
JURIDICO;400625599;2900035803;RUIZAR, C.A.;4146269447;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;293831822;2900015589;RULOS,C.A;7970139;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;306067264;2000077523;RUSTICERAMICA, C.A.;261875541;NO EXISTOSA;NO CONTESTA;;;;;;;MANUEL DAGNINO
JURIDICO;299887951;2900032070;RUSTICOS DEL SUR, C.A.;4146369077;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;402628625;2900041470;RVF SOLUCIONES ENERGETICAS,C.A;4146122919;EXITOSA;NO ESTA INTERESADO;SI;PREMIUM;SI;;EXCELENTE;ES SENCILLO DE MANEJAR;OLEGARIO VILLALOBOS
JURIDICO;404609830;2900046959;R Y J PAPEL AHUMADO, C.A.;4146109515;NO EXISTOSA;USUARIO ERRADO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;70006986;2900029126;S.A ESCUELA BELLA VISTA;7940000;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70206179;2000086417;SAFE DE VENEZUELA, C.A.;2617915675;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;297495398;2900026693;SAFETECH VENEZUELA C.A;7831912;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;70546549;2170000111;SAFF, C.A.;2617926472;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;400614481;2900037914;SAFORCA, C.A;4246967448;EXITOSA;NO ESTA INTERESADO;;;;;;;RAUL LEONI
JURIDICO;406427713;2900048155;SALMAN GROUP C.A;2617928919;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;311122915;207P000540;SALON DE BELLEZA LA CHIC UNISEX C.A;2617229190;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;314012819;2900006126;SALON DE BELLEZA LA NUEVA HAWAI, C.A.;4146185712;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;70435607;2030000555;SALON DE BELLEZA ODY C.A.;4246295838;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;410630949;7000001158;SALÓN DE BELLEZA YOU EVOLUTION HAIR, C.A.;4246456383;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;304464894;2000813764;SALON FRANCO II C.A.;4246325843;EXITOSA;NO ESTA AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;296958467;2900038937;SALUDPIE, C.A.;2617431891;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;70043482;2000074003;SAMPIERI Y FORTUNATO;2617940713;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;263493;2900031244;S.A. NACIONAL FARMACEUTICA.;60006363;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;263493;2900042109;S.A. NACIONAL FARMACEUTICA.;2126006263;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;263493;2900017100;S.A. NACIONAL FARMACEUTICA.;4146047577;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;410379987;7000000864;SANBAR MARACAIBO, C.A.;4146333795; EXITOSA;NO ESTA AUTORIZADO;SI;;;;;;OLEGARIO VILLALOBOS
JURIDICO;402025343;2900039897;SANCHEZ FERNANDEZ, C.A SANFERCA;4146608394;NO EXISTOSA;NO CONTESTA;;;;;;;VENANCIO PULGAR
JURIDICO;312606053;101P000107;SANDY S LUNCH I C.A.;7226761;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;404390790;2900046931;SAN FRANCISCO MOTORS, C.A.;2616170805;NO EXISTOSA;TLF NO VALIDO;;;;;;;CACIQUE MARA
JURIDICO;412850997;7000001814;SAN MIGUEL DE TODO UN POCO CA;4146426617;NO EXISTOSA;USUARIO ERRADO;;;;;;;CECILIO ACOSTA
JURIDICO;405536632;7000001616;SANTA ANA RACING CARS, C.A.;4165612278;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;404620460;2900044843;SANTA BARBARA 2015, C.A;4146539311;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;402285264;2900050661;SANYIPLAST, C.A.;4246645051;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;70125489;2000041135;SA VEN MEX OCCIDENTE;261786340;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;409723933;2900052298;SB MARACAIBO C.A;2617400798;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;401875327;2900041165;SB MEDICAL &DENTAL CENTER,C.A;4141176148;EXITOSA;NO ESTA INTERESADO;NO;;NO;;;;CHIQUINQUIRA
JURIDICO;308579467;207R002210;SCRUB UNIFORMES MEDICOS CA;7591550;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;404082620;2900044545;SEA FISH DE VENEZUELA CA;2617427333;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;294785425;2900017762;SECRETOS, CENTRO INTEGRAL DE BELLEZA UNISEX, C.A.;4146087262;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;306447539;2000814664;SEGURIDAD CASABLANCA, C.A.;7172333;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;311214518;2900009408;SEGURIDAD INDUSTRIAL, FERRETERIA Y UNIFORMES EN GENERAL, C.A.;7979764;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;411913421;7000002198;SEGURIDAD Y SERVICIOS BENCOMO ROMERO, C.A.;4141124607;EXITOSA;NO ESTA AUTORIZADO;NO;;;;;;CRISTO DE ARANZA
JURIDICO;300522369;2000814304;SEGUROS ALTAMIRA C.A.;2617927930;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70017376;2000082039;SEGUROS LOS ANDES CA;7978063;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;1064745;2000037431;SEGUROS PIRAMIDE, C.A.;7213578;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;1488111;2000036831;SEGUROS UNIVERSITAS C.A.;2617971422;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;402952694;2900042237;SEKAI FOOD C.A;4146231589;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;403479941;2900052522;SELLOS Y GRABADOS BELLA VISTA C.A;4146494033;EXITOSA;INTERESADO;SI;a2;SI;BAJA;SATISFACTORIA;ES MUY COMPLETO;SANTA LUCIA
JURIDICO;307247525;207R002242;SEMICONDUCTORES SANTO DOMINGO C.A.;7428257;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;70480491;2000811145;SERENOS DE PROTECCION VILLA BLAS C.A/;4246899575;EXITOSA;INTERESADO;SI;Saint;SI;MEDIANA;EXCELENTE;ES MUY COMPLETO;OLEGARIO VILLALOBOS
JURIDICO;305482560;203R002107;SERENOS OCCIDENTALES, C.A.;7983361;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;314060015;2900009108;SERMAR DISTRIBUCIONES, C.A;4141696473;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;301920244;2000812808;SERMATECA REFRIGERACION INDUSTRIAL CA;7420701;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;311764020;2900000932;SERVICAUCHOS LA PAZ, C.A;2617800011;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;308292192;203P000531;SERVICENTER, C.A.;4146118985;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;312733314;2900016376;SERVICIO AUTOMOTRIZ NERIO, C.A.;4144669809;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;303572200;2000073874;SERVICIO FUNERARIO LA BENEFACTORA,C.A (SERFUBECA);7547390;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;305804877;203R001201;SERVICION, TECNOLOGIAY PROYECTOS EN ENERGIA, C.A.;2617831328;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70399880;2000810043;SERVICIOS AUTOMOTRICES ZADAR C.A.;2617595027;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;308489590;2900043402;SERVICIOS AVICOLAS Y AGROPECUARIIOS PAYRO, C.A.;2612011939;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;317330048;2900034050;SERVICIOS A Y J C.A;4146305042;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;294661173;2900017983;SERVICIOS BELA FODOR, C.A;4244616734;EXITOSA;NO ESTA INTERESADO;NO;;;;;;LUIS HURTADO HIGUERA
JURIDICO;400772745;2900039998;SERVICIOS DIESEL MECOL C.A;2617367047;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;298147792;2900049003;SERVICIOS DUBLIN C.A;2617299288;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;295666942;2900022437;SERVICIOS EN INGENIERIA MEDICA, C.A.;4143618478;EXITOSA;NO ESTA INTERESADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;298786604;2900031313;SERVICIOS ESSM, C.A.;2617928823;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;295277032;2900018847;SERVICIOS FUNERARIOS MAURICIO JOSE, C.A.;4146133729;EXITOSA;NO ESTA INTERESADO;NO;;;;;;VENANCIO PULGAR
JURIDICO;312230711;2900014617;SERVICIOS GENERALES DE MECANICA, C.A.;2617877328;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;404482890;7000000870;SERVICIOS GENERALES JYG, CA;4146063455;NO EXISTOSA;NO CONTESTA;;;;;;;MANUEL DAGNINO
JURIDICO;307997850;2900001502;SERVICIOS GRANELEROS MARACAIBO C.A.;2617982221;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;409131491;2900050967;SERVICIOS HIDRAULICOS SALGADO, C.A;4246844554;NO EXISTOSA;NO CONTESTA;;;;;;;MANUEL DAGNINO
JURIDICO;293508355;2900013926;SERVICIOS INDUSTRIALES,ADIESTRAMIENTO,MANTENIMIENTO Y CONSTRUCCION DE OBRAS C.A;7141371;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;311383123;2900003528;SERVICIOS , INDUSTRIALES ,MECANICOS Y RECTIFICACION NIKO C.A;2617555268;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;311695842;2900010197;SERVICIOS INTEGRALES DE EMERGENCIA, C.A.;4140379152;NO EXISTOSA;TLF NO VALIDO;;;;;;;JUANA DE AVILA
JURIDICO;407861263;7000000899;SERVICIOS INTEGRALES INTERNATIONAL NET, C.A;4149705385;EXITOSA;NO ESTA INTERESADO;;;;;;;CHIQUINQUIRA
JURIDICO;293988080;2900016368;SERVICIOS INTEGRALES MAFFU, C.A.;7930280;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;404015140;2900045803;SERVICIOS JUBELKA C A;2617976297;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;294857302;2900021356;SERVICIOS LACUSTRE MARA-ZULIA, C.A;4246508199;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;406235458;2900047652;SERVICIOS MARITIMOS PATRONES Y MOTORISTAS DE MARACAIBO, C.A.;4143692463;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;313378747;2900004402;SERVICIOS MINEROS PETROLEROS, C.A;7911804;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;296576874;2900022708;SERVICIOS MONTACARGAS DE VENEZUELA, C.A;2617356064;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;308578924;2000053911;SERVICIOS MULTIPLES DE INGENIERIA Y PROYECTOS C.A.;7238304;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;296489068;2900041375;SERVICIOS NACIONALES PARRA C.A.;2617441182;EXITOSA;NO ESTA INTERESADO;SI;NEXT ;NO;;;ES SENCILLO DE MANEJAR;COQUIVACOA
JURIDICO;70381353;2000012045;SERVICIOS NAVALES VENEZOLANOS SRL;4146339275;EXITOSA;NO ESTA INTERESADO;NO;;NO;;;;BOLIVAR
JURIDICO;312466677;2900002880;SERVICIOS NIPON, C.A;7988969;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;412850164;7000001795;SERVICIOS REFRIGERACION Y RESPUESTOS AG, COMPAÑIA ANONIMA.;2617498968;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;293574129;2900015673;SERVICIOS SEPAR,C.A;7920848;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70441020;2000810623;SERVICIOS TECNICOS ESPECIALIZADOS EN EQUIP.MEDICOS;7930303;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;305642907;203R002334;SERVICIOS TECNI FORD CA;2617493856;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;297028196;2900025648;SERVICIOS UNIVERSALES TU KIA, C.A.;7513236;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;310875120;2900006430;SERVICIOS VENEZOLANOS INDUSTRIALES C.A;4246989119;EXITOSA;NO ESTA AUTORIZADO;SI;;;;;;CACIQUE MARA
JURIDICO;310875120;2900031211;SERVICIOS VENEZOLANOS INDUSTRIALES C.A;7491830;EXITOSA;NO ESTA AUTORIZADO;SI;;;;;;JUANA DE AVILA
JURIDICO;297590013;2900026063;SERVICIOS VETERINARIOS DR. NICOLAS BARBOZA C.A;7978280;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;294986099;2900019784;SERVICIOS WANCA,C.A;7937734;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
